%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
-662.3114,68.76184,1
-325.35876,-740.1145,0
-53.49951,714.6709,1
636.93286,-353.85236,1
247.59827,-864.39197,0
-102.43207,-527.00714,1
-94.38989,948.87476,0
778.2008,167.6211,1
765.00757,797.0896,1
-268.11853,-360.2292,1
-215.52002,-981.3283,0
811.4429,570.3307,1
-531.33594,-35.43982,0
-739.795,-641.2748,0
341.9203,551.4779,1
-354.41486,603.76294,1
886.22754,-118.93219,0
-982.3867,647.61145,0
513.53455,-127.47827,0
-510.35324,-37.36664,0
-936.0066,558.9707,0
-105.92822,70.42932,1
611.1211,-466.27667,1
591.57495,-590.19885,0
-797.4639,894.0231,1
782.4689,867.411,1
-146.28973,-346.34253,1
-199.84259,397.3849,0
-480.9007,-938.4176,0
-278.55334,723.4386,1
-139.20709,495.54016,0
411.1316,-927.5065,1
983.89,865.04407,1
-122.06085,-640.84326,1
568.3712,-131.6175,0
948.0642,-553.4365,1
-748.7396,-541.43976,0
997.53296,-134.62775,1
46.04297,782.16016,0
-594.4716,-412.6269,1
968.08655,305.55383,1
-78.53589,625.1648,1
898.40857,321.0475,1
-953.4419,-39.619446,0
-309.51007,361.495,0
427.27087,779.4547,0
-673.3342,-80.52887,1
98.3136,501.1128,1
876.3633,283.85327,0
995.82556,-509.39075,1
506.3385,133.93811,1
629.3428,642.9092,1
845.0021,974.09924,0
-859.33093,-255.01062,0
-295.33813,-400.7013,0
-481.22064,354.40198,1
-793.53546,946.07825,0
656.2782,-890.8259,0
516.22485,141.30835,1
742.2693,258.69397,1
62.111816,892.0327,1
-449.9043,715.92236,0
-261.9505,-11.948914,1
-798.62836,-888.727,1
264.11096,382.00403,0
-481.14136,-195.23633,1
735.3645,680.99744,1
12.632141,-693.72107,1
-804.49207,884.29565,1
612.9635,378.43518,0
-333.09198,632.16614,0
-450.51855,-339.18292,0
-106.19086,-765.86414,0
-796.69275,960.2113,0
-356.32678,-692.93384,1
-405.43634,-505.40607,0
-110.16498,304.62646,0
-476.7505,48.50244,1
787.58984,733.7977,0
-287.94788,977.223,0
-130.05957,948.52356,0
904.0431,663.92163,0
-763.2917,-553.10767,0
-611.0353,-141.86743,0
-806.4775,-718.65784,1
355.28308,-629.6459,1
-588.9609,70.17859,0
621.44226,24.080444,1
-590.9348,65.73706,0
-637.3729,325.3855,0
-691.7322,-473.83942,0
-563.5912,846.86316,0
210.79883,334.05847,0
683.2444,-723.22284,1
241.15515,330.09814,0
-659.01855,-11.117798,1
764.3805,-549.5594,0
-484.84735,-29.49591,1
258.50134,585.1869,0
881.4579,226.80835,1
-996.1727,565.7278,1
-300.1938,172.1969,0
509.13574,-859.06934,1
-629.34576,933.6654,1
363.2682,-141.99683,0
-411.99976,427.661,1
13.471497,910.0112,0
-593.1741,-872.76953,0
-544.09937,78.43115,0
-142.6391,-200.52728,0
699.74023,-440.34583,0
59.353516,-552.27344,0
-551.12775,-263.4176,1
915.3938,-884.52264,1
-857.897,701.70105,0
535.82947,-929.6378,1
306.63452,761.36316,1
555.2655,-248.65143,1
205.40955,301.29553,1
772.1372,388.35034,1
686.6411,-336.8805,1
-747.80365,643.1902,0
756.45715,307.29736,1
701.56116,-680.38306,1
-929.9054,99.44702,0
896.547,87.493286,1
744.17896,478.23926,1
-39.071655,295.4878,1
-303.2268,311.68323,0
855.3823,-65.40991,1
281.2683,35.84607,0
481.22498,382.21985,0
46.794434,-848.9834,0
-962.49854,18.069763,0
877.32385,-876.1608,1
-212.90527,566.3229,1
973.5043,-647.4004,0
-892.37585,86.456055,0
678.6815,82.9491,1
894.0697,2.1937866,0
140.50574,343.00317,0
153.62756,-885.23096,0
-537.32764,273.7683,1
-555.65466,975.66406,0
152.17212,-819.1942,1
-43.56897,-327.57574,1
-785.8728,-412.72754,0
161.35828,479.64075,0
690.81323,-767.9353,1
-454.67072,10.249512,0
379.52673,878.5464,0
830.38257,628.0979,0
-915.00244,-128.13599,0
942.27625,703.22974,0
349.27124,342.4519,0
826.81177,652.25305,0
32.355103,880.0957,1
-93.17224,46.914917,1
-638.87305,-679.3196,0
715.7466,-72.156006,0
686.51843,264.07556,1
-910.8483,954.25745,1
-152.02216,-812.17004,1
-364.03644,374.99524,0
-8.314636,-7.4466553,1
281.71802,-164.02795,1
270.59668,809.8589,1
58.289185,-347.75317,1
-990.3852,565.1294,1
-569.0134,871.3396,0
-318.778,-398.5365,1
-927.1378,-166.10925,0
32.696533,468.03918,1
728.60876,-812.2965,1
656.3076,429.6333,0
-388.2851,-285.1571,1
513.0625,381.72632,0
447.36804,-234.26147,0
-183.10925,-481.15918,1
-47.438965,529.85376,0
-738.4625,507.573,0
-779.7174,-626.1056,0
922.6006,-890.9728,1
-523.3715,703.9409,1
981.5514,570.61194,0
-817.9997,509.2517,0
-519.5912,900.74243,1
967.83093,-731.4978,1
-998.0319,-68.00342,1
-200.185,-816.6507,1
-48.198975,292.51038,0
742.52246,-217.34851,0
-940.89075,-190.53992,0
-682.6581,440.37524,0
972.1271,-926.31433,0
-411.4657,991.88904,1
-847.9154,855.94507,0
-482.9124,731.43774,1
513.4647,-418.22662,0
-130.85352,-963.69446,0
-143.13635,-713.9582,0
-21.144104,692.46533,0
-372.58893,366.39014,1
-787.9023,788.0907,0
33.354614,-633.1771,1
169.13538,-515.3939,1
296.79333,122.7417,1
955.69324,853.197,0
596.08435,-595.8824,1
-457.68762,654.83435,1
5.367981,-934.2993,1
-36.47937,-85.41034,1
-57.10016,357.22192,0
-632.236,-539.209,0
902.157,-988.73236,0
-453.76093,-575.4116,0
747.4408,904.49146,0
-782.41974,777.71826,0
892.1477,-784.59454,1
-956.642,-828.6126,1
-880.0374,159.22058,1
-42.124573,-933.3237,0
-372.34106,490.93494,0
119.87756,-50.083008,1
-372.5877,-700.33716,0
-317.6541,-567.9452,1
204.75745,-718.6116,0
-977.88654,-540.2123,1
-662.5049,128.99878,1
-690.0614,-467.27405,1
-613.31635,216.41675,1
-86.01727,-366.86145,0
912.79016,20.51532,1
539.1957,35.006836,0
-618.6737,206.55066,0
979.48193,-137.2149,0
829.8081,830.2085,1
510.04358,406.93384,0
592.36255,-644.17896,1
229.03918,-943.8543,0
34.207275,173.47888,1
869.5006,-847.82715,1
-656.2428,-121.0589,1
-113.122375,82.99805,1
767.21594,964.5377,0
-29.02417,-931.7735,1
-655.1034,-194.53503,1
863.478,-984.8002,0
909.6339,-693.39746,1
-342.46002,787.41675,1
618.7046,-463.46857,1
131.68591,574.0834,0
-11.382629,-302.0979,0
487.74866,-279.5423,0
757.6732,290.51123,1
-173.04553,406.3125,0
978.77686,82.97705,1
-641.6979,571.25964,1
702.8141,132.07544,0
-418.32318,201.56958,0
-797.05255,-469.2943,1
-738.9687,-172.07062,1
758.11426,-375.09204,1
980.5054,-754.48486,0
-0.6810303,259.94214,1
382.39868,58.76709,0
258.16357,-818.5124,1
-911.98376,-230.95325,1
370.43945,-639.39355,1
911.91003,453.3805,0
199.19226,-95.933105,0
752.02466,-590.0465,0
565.9376,-127.48132,0
771.5321,-152.12823,1
223.84021,-880.8192,0
825.3141,245.65015,1
-525.3663,-113.77692,0
11.419312,-540.6227,1
-382.4452,903.7186,0
-424.50714,185.7445,0
813.03894,19.500854,1
-162.0498,729.0676,0
429.59436,683.7982,1
-632.85443,-969.22437,0
-603.9287,0.22277832,1
148.2815,-965.95337,0
-525.80884,-541.618,1
202.40015,208.53479,1
262.14417,150.64807,0
-958.67053,577.4142,1
797.5051,-642.2202,0
-104.51599,91.96338,1
98.60925,-679.7739,0
-941.7085,-497.91492,0
-786.4186,92.88562,0
-466.20245,-117.30536,1
274.86902,-746.5873,1
-123.477905,-802.2128,1
717.59656,-615.8021,1
442.48193,311.88904,0
-160.70416,505.9663,1
-161.21454,-118.01416,0
977.26416,-319.62213,0
-878.5822,865.08923,1
-927.5709,837.64014,1
-954.3961,-165.68512,1
683.3413,384.30127,0
-436.9616,880.3978,0
-387.25708,-488.85846,1
771.6288,150.41809,0
307.76074,-599.7355,1
-13.701416,-300.63867,1
-217.38708,116.68225,0
-312.3376,554.9353,1
772.9895,99.20581,1
-663.41,-932.47955,0
-459.06787,418.39685,0
778.16235,674.6969,1
678.79297,-230.48975,0
-96.64966,-813.3353,0
475.1571,283.3579,1
-60.23828,-777.9864,1
-937.339,-720.83435,0
96.563354,213.40857,0
419.39453,5.87323,1
29.545288,774.28284,0
-812.26666,-979.25836,0
-199.69733,-421.2151,0
-353.53705,-720.8004,0
602.5209,259.95642,0
-442.8637,-756.1321,1
-214.07495,271.12573,0
130.69812,-306.23773,0
-264.07037,872.24536,0
-753.7771,-399.41022,0
419.46838,179.58557,1
-885.40894,955.4248,1
183.74463,-69.23877,1
-275.7132,-862.81726,1
-662.73047,-261.76752,1
-863.816,-980.6979,1
-362.09442,-802.369,0
604.8967,61.709595,1
890.7628,440.71716,1
785.4718,-975.9325,1
93.543945,-671.5634,0
219.07935,399.81067,0
-24.12085,313.10376,0
-243.11395,-711.3456,1
223.65576,499.67236,0
-451.8473,121.913574,0
-635.58514,137.52637,1
251.26953,697.7085,1
-735.6188,803.2333,0
-116.90619,483.2622,1
844.1953,111.91406,1
454.57288,554.0979,0
-804.7466,734.7748,0
594.9015,-836.14355,0
351.80872,711.1023,1
681.83704,-583.7577,1
-30.517395,26.621704,0
-394.50977,328.6078,0
-153.8598,-217.77014,0
823.8501,-435.02295,0
207.54529,187.2185,1
-458.76392,948.71045,1
-77.10797,362.39832,1
970.1987,559.11707,1
-886.9504,407.95447,0
-868.6353,633.43677,0
-890.27856,349.1454,1
-493.74164,840.8435,1
403.05334,-15.484253,1
180.95801,-182.73383,1
408.58997,-15.632324,1
592.99915,541.4861,1
-234.28839,-926.2498,0
-596.5704,430.45996,0
966.3635,129.90063,0
-262.69293,-484.7732,1
-233.66345,-531.64343,1
-460.10358,151.89832,0
756.6609,-481.9527,1
146.85522,192.70764,0
218.6543,120.537476,0
-477.04297,1.1975708,1
845.39844,552.9177,0
-262.62042,-901.52734,0
-178.75446,382.0852,1
959.9591,-627.1673,0
-810.5676,818.53064,0
-978.4502,-184.36835,0
329.86218,-647.80383,0
-84.078064,648.1858,1
-17.844543,-782.80664,0
-342.55157,-191.91364,1
-305.4873,335.6399,0
868.8533,-757.84644,1
-688.1461,-383.2342,1
171.0022,-174.89148,0
-564.08575,-787.2676,0
-209.71649,349.1422,1
-661.9127,-972.01385,0
-709.4631,-384.9815,1
69.11157,508.8982,1
-428.5885,748.98584,0
-681.6946,-336.8849,1
442.95557,-635.8392,1
602.7666,-874.57355,0
-529.6587,816.52637,1
631.3696,744.735,0
-740.13367,654.3302,0
50.82434,-945.63855,1
898.46216,349.29395,0
446.59814,638.61646,1
-571.6824,-203.74768,0
488.96448,949.2898,1
694.1044,-14.065491,1
876.41174,777.146,1
894.6238,148.67639,1
471.4546,160.11902,1
49.181885,-166.27002,1
-672.3961,-80.11865,1
291.09155,472.09387,1
594.7158,-236.23065,0
459.61023,456.76233,0
-669.2838,565.3865,0
504.29114,-506.95676,1
-347.87555,-765.97327,1
-537.13416,596.97314,1
-621.04626,783.56824,0
539.8357,669.4226,0
170.26917,692.6361,0
506.1322,908.57837,1
247.5238,380.3225,1
262.46997,-350.82178,0
150.09021,-829.95996,1
-943.9446,-418.00525,0
891.24023,136.36902,1
-798.4111,104.19263,0
-442.97125,977.99634,0
-983.78906,16.641968,0
-667.31683,879.7379,0
411.1416,-501.8493,1
-487.48248,-842.3625,1
-339.04077,672.68787,0
-44.837524,-643.5549,0
-640.8005,911.6133,0
-765.1521,-984.63855,0
-375.5504,890.00305,1
304.1809,256.47266,1
-3.7011108,299.479,0
560.65125,-4.727844,1
-998.8941,-191.70093,1
878.051,332.25183,0
-487.0056,495.47522,1
348.93542,560.71606,0
-680.9912,555.6245,1
452.77014,-685.583,1
-154.11212,-94.73755,0
-772.181,368.78967,1
40.16577,593.09827,1
-761.78986,-715.31274,1
-272.27258,-855.8013,0
989.81433,820.51965,0
-678.26086,-488.03937,1
602.1361,-691.70026,1
0.9962158,877.7567,0
474.70422,-944.2515,0
39.878906,-325.273,0
-774.485,-541.4951,1
-974.2574,812.04407,1
999.7706,-364.419,0
-467.11096,875.43274,1
-632.9655,-116.79126,0
311.22656,-841.172,0
-694.67145,516.5825,1
-836.97266,-335.34058,0
-583.29895,268.92505,0
987.2915,-36.080627,1
579.22705,-530.25854,0
-373.67432,-856.76337,0
107.84131,949.7794,0
-594.80835,439.72473,1
407.17834,-166.45972,0
-42.61206,-125.78369,1
-366.2163,989.38525,0
-981.05927,-117.773926,1
466.48267,414.30615,0
381.2052,-904.07916,1
-520.0491,830.98975,1
-252.93109,-120.39508,0
438.91565,-541.6587,1
-443.39453,-360.43292,1
34.04492,-433.635,0
-748.99176,334.17664,1
-35.746582,919.1593,0
-663.9684,-136.82666,0
976.4614,-483.50012,0
990.1526,-678.7447,1
-510.89215,729.4851,0
933.9214,-490.8403,0
80.02478,-352.7763,0
-475.03455,998.02466,0
-413.54785,-538.4989,0
-648.9597,-323.747,1
-637.4178,360.47278,1
338.34033,652.44006,1
729.41736,-379.8485,0
44.69629,67.01416,1
-462.04376,-593.0115,0
-568.25775,-453.35754,0
-401.35468,863.1455,1
-835.1558,-669.49506,0
400.20325,58.8136,1
-873.50885,461.31763,1
-214.31476,677.6283,0
193.66443,665.3181,0
153.07812,260.03027,0
861.87305,-213.11432,0
225.62439,-532.6864,0
-468.71936,881.3954,0
761.06323,-758.2342,0
-669.4059,-365.63788,0
-149.65125,-384.79395,1
-537.14307,839.7612,1
-849.73303,42.5636,1
-971.5783,-246.81921,0
-200.4718,-114.13739,0
-977.6046,597.5055,1
-473.04596,517.8013,0
218.68298,45.226685,0
-940.3711,-482.52448,1
-463.8687,-318.95294,0
208.42322,-248.08868,1
423.62122,153.77454,1
-378.0451,527.8862,1
83.5022,-306.08002,0
-824.60223,-695.2583,0
-146.56372,982.9878,0
-841.07385,119.965454,0
756.2451,936.01843,1
57.05005,-571.5323,1
670.1675,68.08118,1
813.50146,-379.37433,1
426.25464,869.4492,1
449.23596,-715.951,1
657.3988,468.20557,1
979.8617,124.05969,1
750.41113,111.83508,0
-656.5387,-733.7001,0
-271.89636,-706.4336,1
924.166,-66.374146,0
-654.33093,-828.87823,1
8.566711,814.22205,1
751.7632,-894.75995,1
752.4021,-991.8706,0
460.27112,356.6405,0
919.0575,538.3247,1
418.23303,-759.39496,1
578.05286,917.07825,1
-952.96625,209.38416,0
263.46936,-860.7623,0
-720.35156,619.25964,1
-224.49677,-704.18134,0
-87.7738,390.1549,0
-806.89294,-578.0021,1
722.99756,773.74915,1
925.8169,-534.71564,0
-431.3551,-752.55237,0
-714.04987,-272.02747,0
424.81226,-273.62115,1
469.71387,742.4215,1
564.06165,257.6338,1
702.4689,-688.5465,0
825.75916,-102.15485,1
-821.7161,-983.82043,1
386.3042,-811.78345,0
-800.4481,580.54456,1
-663.2627,485.36426,0
335.17322,400.28638,0
-436.19763,-819.37317,1
545.69556,-297.96875,1
349.42322,687.43787,1
-5.313965,-802.14655,1
285.5166,-17.76184,1
-54.939514,-162.48938,1
-326.97546,779.34436,1
-161.55676,-975.8131,1
-243.26251,277.9768,1
-170.04608,233.1289,1
-244.66125,-642.1035,1
998.9486,733.0051,0
-412.67285,480.10974,1
-179.25195,-472.1421,1
970.03577,-924.03674,0
751.60925,777.5962,0
-223.448,-569.505,0
-220.79999,975.31726,0
363.4159,-123.29669,0
-802.534,812.27075,0
-686.2694,252.78174,1
695.5897,791.7269,0
552.7196,114.4126,1
-32.90973,-299.1985,0
-943.49817,62.751465,0
652.047,547.65564,0
-45.60443,13.34021,1
-428.1952,647.35986,0
378.5963,-596.80615,1
293.89172,413.8037,0
-805.4399,667.7821,1
311.5946,901.7971,1
-903.4299,115.41577,0
117.762695,151.14465,0
-584.7892,-773.78845,1
-380.22925,-585.0608,0
390.04126,892.6814,0
449.76746,-996.6821,0
238.58423,-970.836,0
382.65784,930.89417,1
822.5431,-18.411194,1
238.83398,104.25452,1
388.3756,285.0404,1
118.27759,-697.7978,1
150.19238,405.58948,1
729.90125,-343.41486,1
390.3673,369.9513,1
-68.79828,299.98193,1
372.94214,680.5592,1
708.53784,-33.534058,0
386.3402,-972.8236,1
881.45544,865.0582,0
438.27258,-724.4663,0
-676.9669,438.03125,1
893.97205,618.7639,0
-186.44934,-392.61823,1
149.7489,42.426025,1
491.95203,-164.23877,0
331.74988,-853.7479,1
787.4352,409.88342,0
162.95093,496.74243,1
-405.39246,515.63416,0
301.76074,9.444336,0
36.344604,-770.7719,0
468.86414,-822.978,0
518.84814,906.0029,0
-15.456787,-588.3749,1
-152.75153,-390.23218,0
-530.1083,343.92102,1
-794.9811,286.72424,1
549.01636,-53.44391,1
-82.215576,-961.68414,1
-353.76746,0.5762329,1
576.901,-129.8623,0
-783.1694,-782.956,0
-410.7221,66.19678,0
-109.55786,624.0724,0
-810.10614,330.07617,1
544.3102,-663.17346,1
888.6471,-888.6488,1
855.57666,-906.4459,0
53.652466,255.16333,1
-403.5127,856.9757,0
532.69714,27.105347,1
117.3949,-916.28485,1
900.84717,520.2346,1
-13.444275,-965.03186,0
956.5099,885.5426,1
593.673,-336.88922,0
675.6686,274.7953,0
-759.60016,-570.969,0
23.338684,972.2411,1
493.76343,-5.0672607,0
-794.85144,-859.9933,1
619.6825,-447.68243,1
356.6206,725.4712,0
89.11011,-116.40289,0
-106.673706,-714.2287,1
398.30383,-239.07318,1
205.42395,276.77466,1
-199.49304,-556.30566,1
842.7385,327.0631,1
635.8716,-323.26996,0
412.84802,361.17505,1
-509.53363,388.5542,0
59.666992,-566.26855,0
-271.8501,260.4215,1
402.59717,664.09534,0
429.1443,343.88367,0
-660.97003,690.58093,0
438.286,152.1654,0
132.15686,-841.61,1
-830.15735,187.63538,0
-948.24414,-425.38995,0
-276.06512,86.661255,0
681.69714,-341.2729,1
525.19165,700.4724,1
371.9336,433.86963,0
474.23828,-933.5952,1
-443.96265,-318.12244,0
977.6904,781.8916,1
482.9828,-942.5213,0
256.93726,541.37585,0
-127.29413,750.30676,0
188.36389,-854.72217,1
-8.455505,818.9153,1
349.7273,95.333984,0
-607.66797,512.7838,0
784.8707,750.8595,0
154.74341,-545.22363,0
-308.7072,78.359985,1
-181.6875,479.55603,0
-684.52405,268.74036,1
590.927,308.78088,0
936.28674,-747.76807,1
950.89514,780.9629,0
147.88135,-415.112,0
-104.061646,825.8651,0
-465.15173,829.678,1
126.527954,157.1914,0
-828.0188,771.15845,1
26.43628,223.80176,0
-318.92023,290.50195,1
906.5227,-626.79517,1
-566.8075,36.142212,1
438.72546,-400.15167,1
-913.76776,-952.96954,1
199.78894,-573.29675,1
278.08618,-43.179382,1
-213.9867,-752.4888,0
-168.82153,-591.7174,1
-87.40973,278.3025,1
-763.3767,761.7213,0
-521.0332,-336.4112,0
-960.92255,356.719,1
-186.01086,-618.05334,0
-304.62292,594.469,1
603.8904,618.2355,0
782.96545,403.3756,1
588.83606,29.89856,1
-566.29675,-467.67242,1
-430.19653,740.86536,1
-495.66455,-773.3532,0
20.874756,-549.5221,1
-700.1034,667.53394,1
420.14648,342.29565,0
-732.4054,-73.071045,0
906.72815,-291.9524,0
-303.0503,-220.07349,0
996.7991,648.60364,1
411.61853,543.79395,1
647.24097,753.5764,0
-872.3907,-962.42316,0
83.54736,-735.2471,1
-416.55078,984.3125,1
-504.1493,460.4314,1
-183.9964,-242.16858,0
-716.9125,516.1206,1
750.5088,-299.3979,0
-835.6315,-846.1119,1
378.1908,544.3783,0
696.1106,333.63562,1
-413.46478,-668.37634,0
-105.25073,4.165283,1
656.55835,86.65381,0
-527.0368,553.3181,1
-387.23175,88.710205,1
201.13672,-298.37097,1
-836.9193,566.10864,0
997.83105,893.5847,1
-350.255,-83.740845,0
-730.32874,69.1322,0
-905.97986,-40.444824,1
-157.6485,453.76575,1
496.39258,-601.52625,1
-525.74927,690.28516,0
583.73535,-436.97925,1
-309.99536,344.8568,1
301.93274,-990.0061,1
-375.36078,-756.2158,0
757.83777,780.2377,0
184.59619,-981.3931,1
832.44116,622.7095,0
409.02026,32.747925,1
-773.98175,628.09827,1
95.58911,3.619812,1
757.73486,183.00012,1
26.295044,184.34497,0
922.43823,507.11194,0
320.00183,87.229126,0
-804.4164,163.10083,1
224.12866,-831.18,1
656.6659,-431.89838,1
-944.9621,499.48035,1
-950.92303,767.2473,1
866.9519,648.3552,1
380.7069,477.07935,0
977.569,360.6339,1
-840.70044,-62.298645,1
753.82715,215.03345,0
-992.2339,-461.5536,0
456.04517,546.1815,1
969.3009,-42.28009,0
-310.70844,313.49524,1
-364.05188,982.3651,1
-302.64166,-796.55524,1
-743.3306,887.97485,1
-219.00574,567.7119,1
235.18628,755.3513,1
295.63953,-578.59503,0
-459.14697,199.8894,0
596.1449,-157.37659,1
-751.7336,373.84204,0
901.9232,-989.5107,1
-992.3069,-216.19061,1
-845.50244,-329.78058,1
-863.1097,308.6952,1
673.0641,-8.381775,1
-782.5313,11.878357,0
-231.20654,-844.03143,1
671.3025,964.2794,1
-214.75336,-776.1044,0
-525.9247,-275.0584,1
464.2931,-844.66956,1
717.07935,-400.9809,0
611.87976,-382.09662,0
-468.2085,889.75525,1
117.22754,371.41235,0
415.2638,-495.04214,0
167.62048,-413.36243,0
-697.587,-762.7695,0
-452.29663,73.65991,0
982.09656,-577.88806,1
109.729614,778.7042,0
-600.6355,-555.60364,1
585.8015,-626.199,0
872.18713,509.08435,0
964.905,718.46826,0
-283.27533,-637.7832,0
-399.69238,-580.9104,1
754.031,-775.38464,0
314.20337,-254.56989,0
-210.06879,418.35217,1
137.72095,474.22168,0
-360.6305,-804.55225,1
420.6051,600.1791,0
421.25757,638.40625,1
-835.11395,662.13,1
587.95996,-445.91174,0
-776.765,146.85425,0
976.98376,731.1566,0
941.80066,-879.8168,1
-323.09497,-674.24963,1
-250.79791,52.12036,0
874.5106,372.71375,1
-228.1488,-497.8463,1
-621.2339,-773.0346,1
808.47705,758.2423,1
-923.5051,-798.4844,0
-215.0686,117.63672,1
-864.73303,-290.9461,1
339.1776,792.9238,1
-104.58917,-899.4934,1
504.6078,549.4385,0
-256.53247,-762.15,1
-39.915527,-648.8491,1
-914.22705,-905.18555,0
-766.30994,-674.2245,0
188.87048,-353.22253,0
-835.83264,164.36072,1
-937.4194,-367.31677,0
-736.72424,-852.0428,1
-235.00244,-66.423706,0
151.34741,939.8323,0
133.37622,-855.6223,1
568.53564,-714.4498,1
711.55396,91.68445,1
-449.31757,-891.7226,0
-132.36664,588.2262,0
-999.78467,-950.1469,0
-816.62695,475.48035,1
-778.39026,-739.81683,1
-848.97644,-805.0765,0
-985.9763,-257.1629,0
-870.08203,-205.70361,0
950.8351,481.54163,0
-916.56573,810.66614,1
-299.2083,-847.4641,1
620.18713,113.31616,1
-824.0875,817.1741,0
-321.55908,-883.35266,1
288.47913,527.19763,1
-709.543,210.17102,1
-131.4925,-705.05975,1
-691.7344,-433.10645,0
-617.1841,-990.66144,1
922.3651,-705.74493,0
399.79663,-663.3011,0
-987.9214,138.37207,0
