%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
695.13306,356.5216,1
-691.55505,957.72595,0
985.9822,348.88623,1
-983.81744,-560.85925,1
428.656,67.51343,1
-617.3718,-190.20209,0
-911.80945,-596.02576,1
303.39258,479.9723,1
102.49817,633.36316,0
400.84192,-480.34644,1
-426.5334,568.2284,0
623.2069,655.83826,1
725.4093,-796.68176,1
-131.36151,-238.35498,1
772.33374,-638.5414,1
623.53687,-628.01807,1
546.82446,40.329224,1
-502.9579,-518.801,1
-382.83795,-88.1391,1
488.66907,161.3584,1
-644.36707,740.42676,0
-156.36584,-614.5348,1
-780.1936,-637.0442,1
430.5089,-151.80487,1
-630.11035,-686.4505,1
718.40796,-452.63184,1
-330.9057,-822.86633,1
636.00024,422.6129,1
-899.7186,321.13464,0
-137.79248,-556.6256,1
680.974,-218.88177,1
-571.46436,-803.38184,1
-929.83936,765.7837,0
905.5603,245.28833,1
-765.8637,-501.3379,1
901.16626,-688.2201,1
774.95874,928.31494,1
115.71985,-313.6114,1
-176.07672,-784.21344,1
-220.57129,-831.0958,1
763.792,-152.48224,1
-60.272705,322.21814,0
-532.6654,723.87646,0
-228.40417,-149.98267,1
226.07288,-362.08118,1
-148.69275,506.33984,0
91.945435,-814.0542,1
164.16919,102.97217,1
965.93726,-659.12714,1
-558.45154,671.38354,0
-79.57849,958.9883,0
-852.69653,-495.70776,1
-263.79956,-154.39484,1
131.33093,204.49341,1
-960.1956,553.4392,0
692.37195,-813.6739,1
-677.65283,-604.4532,1
985.40173,272.141,1
-563.9674,220.20007,0
716.3812,-421.69763,1
167.35498,364.64868,1
-710.522,235.81909,0
91.65735,-570.13434,1
-118.57001,942.24475,0
-237.17755,-821.41284,1
-908.453,-406.55554,0
-253.05835,-357.8452,1
-947.8197,58.27771,0
526.39575,-132.625,1
-816.6874,536.199,0
880.84924,-357.18896,1
136.2522,-122.76819,1
-5.754944,-985.3721,1
895.2418,-254.27344,1
-758.0384,-564.6874,1
-507.87665,-426.23914,1
379.8734,-15.703857,1
338.02148,-122.99982,1
-312.86713,257.70508,0
787.34705,-304.71466,1
507.07202,245.1759,1
223.23877,-327.8313,1
-414.30273,794.8679,0
689.89844,-397.92712,1
-375.1673,113.510254,0
896.0979,150.69946,1
-452.95935,156.52881,0
-724.53516,893.76917,0
-887.96857,-266.00635,0
712.98596,821.12573,1
-270.6516,691.3373,0
-466.51074,-982.3086,1
579.69434,-380.50696,1
396.69897,359.71375,1
487.34338,207.3097,1
854.78296,-245.8031,1
-621.34,569.7964,0
502.1422,701.3622,1
616.8251,-331.0393,1
-116.483215,-225.56006,1
-979.5514,-710.29767,1
-374.6836,-11.956909,1
953.8229,941.42896,1
616.405,965.8279,0
519.1531,526.7632,1
-511.5971,320.10205,0
-413.8235,-348.08496,1
131.89453,720.49084,0
-837.8383,-951.00616,1
-466.24054,755.7258,0
-564.6443,738.74023,0
832.1714,882.07605,1
-282.47253,-717.141,1
159.64001,503.89087,0
-533.66876,758.3395,0
580.79614,546.18005,1
-414.20544,931.8508,0
230.45044,-243.89252,1
-716.68933,-479.4972,1
618.7832,409.73108,1
-95.90387,-604.02966,1
994.3528,102.26904,1
-630.84937,122.17456,0
-358.06592,864.6343,0
-889.66565,312.42493,0
-958.96814,975.9208,0
-273.74182,950.12585,0
922.23816,530.9918,1
-24.743591,37.853027,1
-567.56714,-925.74023,1
176.79443,-277.1881,1
-143.84674,425.2113,0
-389.76178,392.39087,0
639.2881,198.17871,1
79.99194,141.72522,1
-177.42102,-541.68677,1
458.58936,485.8921,1
-583.75995,-542.33264,1
-275.6007,222.55908,0
733.3347,-540.2476,1
778.1896,946.61255,1
248.3772,287.8805,1
152.86414,-123.50647,1
-841.04535,422.06396,0
-376.72723,372.67493,0
501.99207,-778.81,1
678.0691,-188.08545,1
-587.3865,-838.353,1
-166.83289,326.62207,0
912.37683,-139.47107,1
-153.56873,326.88208,0
-525.0062,-909.0014,1
-964.19336,-306.62372,0
-458.5337,-0.65667725,0
108.17847,-937.344,1
142.90845,-702.28955,1
-826.174,-278.08844,0
-161.8576,333.4619,0
951.4148,-711.40454,1
284.49072,-374.45923,1
-438.95007,-429.0437,1
-65.98688,-289.80225,1
-242.01154,788.7417,0
-416.2359,952.87366,0
977.1918,679.03625,1
807.47656,359.9944,1
138.97266,-79.601135,1
657.4042,363.8794,1
808.5713,779.1704,1
-551.11633,-944.0727,1
7.574585,-84.97638,1
926.506,-592.31396,1
-257.33325,878.5325,0
-340.3869,646.375,0
147.28308,991.7374,0
-873.83203,140.87756,0
-975.6886,-976.6079,1
-382.13177,906.1719,0
533.06775,353.7732,1
-164.29279,148.6294,1
-218.65125,-830.3548,1
-155.98816,151.55371,1
163.44275,638.1687,0
-87.685,239.79358,1
427.5581,-20.751282,1
-301.75183,-435.78864,1
661.2073,-110.97998,1
-789.0308,-988.75323,1
650.6627,862.8706,1
-956.5332,669.76196,0
400.6754,624.6068,1
473.41272,976.81445,0
993.234,-910.9314,1
206.06006,915.9524,0
419.20715,68.702515,1
-230.98694,-543.91864,1
-465.6961,280.30933,0
-132.4737,795.90625,0
-129.14569,116.38037,1
-629.6876,-81.59711,0
-320.50323,-883.8585,1
-980.32776,461.72778,0
-720.0667,104.6311,0
-553.9151,-22.570679,0
-432.50476,-436.16632,1
-383.77393,273.7738,0
352.3363,-41.89911,1
-545.29065,731.45496,0
100.65137,456.7915,0
-946.3257,230.90833,0
-397.6048,-219.73535,1
620.6731,644.9048,1
-892.4447,741.0658,0
114.134766,-272.95,1
-446.89093,460.3463,0
-622.9829,-333.7282,1
-354.62463,-789.7377,1
503.07837,-420.6731,1
-232.4513,366.29858,0
156.53748,-222.18317,1
949.78015,49.16992,1
614.7118,773.14966,1
469.2505,-305.8454,1
414.5531,672.3434,0
-959.7434,6.414673,0
657.8335,869.51587,1
9.411682,544.06506,0
-733.9471,-247.63971,0
488.6366,-483.54395,1
774.9772,-480.1405,1
-61.29944,-706.6687,1
-379.9627,146.94458,0
-641.35693,591.2367,0
287.6521,-966.24445,1
-58.507507,336.74805,0
193.86255,941.6173,0
-175.73041,801.7965,0
700.4956,444.7943,1
-609.6538,764.5692,0
290.40332,316.54382,1
-525.1942,-829.833,1
-402.85065,19.936829,0
778.53076,48.407104,1
720.84595,788.3727,1
814.31995,291.85486,1
-939.329,-342.33563,0
788.41785,-694.62006,1
755.9221,251.02417,1
963.41345,-490.7703,1
751.2949,-879.76526,1
-746.45,-789.18256,1
-511.6009,-989.25854,1
71.05652,456.12744,0
274.35437,545.35657,1
772.199,129.8396,1
489.6371,-489.2826,1
-555.67926,793.98206,0
-28.823364,182.59607,1
230.22424,538.12,0
-856.974,-59.391357,0
903.81934,459.7976,1
-234.23529,799.82715,0
-8.951904,302.14514,1
537.11426,-573.7501,1
-627.3324,-753.72534,1
200.07764,705.0381,0
-989.44464,-110.71509,0
301.2439,994.8815,0
-793.2233,-965.59827,1
290.7218,-171.19263,1
634.7335,-922.0162,1
-733.4984,-988.7987,1
-725.7075,498.82483,0
-660.13446,-187.23944,0
337.86462,-761.6124,1
-665.1996,279.5548,0
291.9934,606.30884,0
333.19104,-450.6784,1
-840.9198,-246.28387,0
438.9037,507.57593,1
426.45715,-272.399,1
-942.3064,118.06995,0
-904.9049,-347.30316,0
976.2036,326.5885,1
-332.18762,-316.98853,1
-427.8576,-435.98224,1
-793.0714,23.369568,0
599.0674,-435.914,1
-16.115723,542.021,0
-836.98456,463.11682,0
-301.57184,-721.42395,1
744.5636,963.59656,0
762.5488,497.23035,1
418.71985,-279.68933,1
-275.59247,-156.55353,1
786.38025,-952.75116,1
-449.8924,-367.03784,1
554.9115,545.4436,1
-813.7888,-664.80383,1
191.74829,316.35095,1
593.4956,908.8301,0
623.72485,-947.6627,1
-727.4818,-194.45673,0
-433.818,-514.70575,1
194.13452,178.58423,1
-260.27222,426.34888,0
-996.80176,-883.9379,1
-31.150085,944.0951,0
381.2434,-435.451,1
-44.588623,105.72485,1
-465.96887,-983.21735,1
381.38733,-855.11334,1
912.42114,-992.0358,1
-80.97156,-77.940796,1
480.10388,998.35046,0
-287.0351,107.67285,0
109.31091,-684.4597,1
-52.405823,-354.8283,1
224.42273,740.65845,0
-463.83997,522.54456,0
-352.14093,877.7174,0
-991.53186,460.06116,0
-245.7135,-829.53345,1
29.089233,-107.27429,1
-281.93085,744.83997,0
-54.236877,30.091553,1
629.47437,-222.44391,1
-916.1199,375.3933,0
63.323853,-675.8185,1
-89.164734,104.9801,1
-356.49048,-867.84845,1
110.09827,839.9625,0
857.3458,-738.4385,1
-633.1819,657.302,0
-14.950256,-474.00085,1
559.3594,-91.723206,1
-316.52576,517.6366,0
-993.75574,695.45557,0
499.54712,-704.7406,1
435.55542,-294.97772,1
387.69348,-309.14435,1
-576.0708,499.4889,0
166.85046,-370.149,1
-805.15,346.5448,0
-223.48865,-137.98083,1
871.0321,192.9862,1
177.5614,64.5564,1
-456.74298,488.38257,0
792.4983,-594.2401,1
-151.89386,221.32593,0
490.95923,-652.7969,1
-860.38434,-248.17175,0
-699.70044,714.25354,0
-205.05035,-193.3775,1
257.3047,879.23303,0
-288.22803,-650.1694,1
115.934326,278.47314,1
-364.92743,-50.332214,1
-12.662842,423.9707,0
-406.21783,-267.4499,1
412.19324,72.301636,1
432.58923,49.1792,1
-148.22467,277.90637,0
191.94836,572.8801,0
-867.0537,684.81104,0
919.3502,-291.32874,1
993.63635,600.30176,1
-612.50024,912.2472,0
-450.8241,-853.9752,1
-849.8736,-198.73792,0
-763.8156,-903.5645,1
-616.2678,-212.99963,1
589.5447,891.47375,0
43.656494,-637.27405,1
-930.67804,749.79785,0
-994.58203,155.70605,0
-921.6877,-189.14203,0
-932.62775,-616.894,1
297.23547,-201.4516,1
958.2987,-552.343,1
-486.586,826.12756,0
823.6127,-932.8006,1
230.10913,651.54846,0
-943.5264,552.9105,0
517.51196,-55.703735,1
-204.86053,634.2258,0
802.71716,939.2822,1
925.4962,-425.833,1
-405.16687,-769.70325,1
-992.23254,-773.0056,1
502.71106,394.97656,1
188.99072,-839.1979,1
326.60608,645.1947,0
867.9209,-999.12054,1
-508.59204,-238.76453,1
646.60254,745.3645,1
637.9081,-804.9302,1
932.9302,962.91846,1
799.9004,417.49768,1
-548.9069,-497.1475,1
-731.26306,335.87976,0
-128.12054,631.3445,0
983.29297,-76.36658,1
792.3938,353.08032,1
82.117676,-920.38257,1
-625.1814,85.86572,0
115.88269,-825.0093,1
96.429565,-173.55096,1
342.0592,747.0741,0
268.15222,-520.9946,1
-489.90588,-635.7951,1
-753.4741,-886.5674,1
-405.82898,-187.47705,1
-405.98212,-421.18793,1
41.981934,-554.9178,1
-164.78864,118.09241,1
281.75427,-214.36737,1
-88.53436,-586.744,1
466.1128,-706.12726,1
-45.771973,835.932,0
-269.8216,-424.07452,1
577.2527,-413.37817,1
-397.36,263.24194,0
530.5624,876.4066,0
-367.64307,285.0924,0
-735.93616,338.2113,0
779.3838,-675.7439,1
-283.6906,450.39722,0
-331.8661,872.47546,0
473.9718,-86.33252,1
-588.27295,-508.308,1
340.18176,642.96265,0
390.3943,-360.96576,1
304.94946,-680.76575,1
-896.85675,-272.01483,0
-71.52222,-708.3156,1
-989.28925,975.103,0
-771.7549,29.262207,0
149.16492,21.127686,1
-696.6811,-709.0875,1
217.33813,-682.74274,1
-865.56335,-282.7259,0
827.6083,-168.17096,1
265.97107,642.22864,0
658.3696,759.59766,1
-594.02734,-419.09644,1
357.86377,605.2517,1
-626.93884,71.4375,0
222.86768,-735.2345,1
-725.98285,-668.9832,1
912.06885,-457.3648,1
-686.4988,532.39795,0
-247.22131,920.00244,0
217.40723,415.3319,1
560.9702,328.11963,1
-106.0661,-581.991,1
-681.5519,183.56702,0
661.5382,546.84875,1
-462.7066,-993.91766,1
-859.48987,798.6599,0
-309.4535,566.819,0
-265.01184,-892.601,1
699.42834,-295.70068,1
-475.18707,-491.53964,1
141.21826,697.28625,0
-658.30664,-503.3674,1
-421.7547,-601.755,1
821.739,-600.43994,1
207.26782,-791.9748,1
306.48914,996.75024,0
-110.14673,-588.15845,1
-392.8499,584.87256,0
-451.8072,398.58765,0
851.8259,-776.7042,1
897.11304,-150.02881,1
-96.89081,989.5144,0
531.8806,-887.0933,1
163.47668,732.32007,0
-497.28244,-341.9361,1
-21.489807,31.27246,1
680.77637,-220.58649,1
303.04407,-145.76904,1
456.65247,-495.9277,1
812.9169,750.4125,1
611.338,-941.30084,1
225.08313,324.6383,1
560.84924,-821.8528,1
231.42175,-790.85846,1
-400.40967,44.031982,0
156.6499,782.5099,0
-746.1582,-294.67438,0
-781.6617,481.03455,0
-594.41046,460.0442,0
-902.9096,-294.0504,0
458.24292,866.54395,0
-582.4612,-949.25934,1
-510.38815,-195.10016,1
695.87964,-144.091,1
-926.1519,-676.711,1
-672.7504,-55.71997,0
-747.1223,881.2572,0
-733.6729,798.1467,0
-0.8163452,-958.8007,1
-802.8829,-589.75635,1
-564.3746,-338.66333,1
192.95667,573.7479,0
64.308105,207.92871,1
-864.6426,472.20947,0
-694.6548,-68.59161,0
-509.6219,88.51416,0
-242.3172,-659.4147,1
-566.1994,-827.31396,1
767.9873,-338.98877,1
-228.54211,291.54016,0
129.92017,-221.94122,1
618.64343,-171.10175,1
-965.0442,542.2152,0
382.60657,713.2853,0
757.2263,253.54675,1
-765.2778,120.724976,0
-21.298157,644.2412,0
-36.008545,433.4568,0
-852.6519,-257.4057,0
-128.88013,-668.89667,1
809.72705,628.74866,1
192.48853,-950.98724,1
470.8363,-718.0404,1
435.91638,-440.7884,1
-792.18896,471.1051,0
-34.81244,-287.39795,1
-999.5598,-45.38446,0
187.89929,226.74207,1
540.2755,132.95044,1
-218.7406,811.74963,0
-858.55615,736.203,0
533.0437,697.5774,1
-699.9041,131.36597,0
580.00183,-640.8981,1
435.75757,398.24585,1
-906.4247,331.1836,0
-603.3248,449.96423,0
-207.12634,-335.9552,1
-577.42413,163.44202,0
57.4292,-209.9696,1
432.09058,737.20886,0
-132.669,-643.99506,1
-261.583,308.34143,0
315.9165,-78.64685,1
-404.37286,-762.7211,1
-979.7227,-670.25024,1
339.3529,408.7245,1
-602.58813,-966.43286,1
-690.5907,398.7898,0
478.94092,682.9955,1
228.24585,-577.0062,1
-295.1269,-112.35138,1
-742.05664,-393.3169,1
966.99146,216.63818,1
569.8008,308.88965,1
65.00745,223.79395,1
-65.61487,-17.402344,1
-306.29242,567.91943,0
-423.75098,368.84485,0
96.89526,-856.33093,1
-663.65857,699.0344,0
-395.98993,-453.16168,1
46.47351,-980.71124,1
-592.1162,168.56299,0
944.0222,752.62854,1
-852.82983,-253.87646,0
-58.611023,-820.7858,1
124.56506,293.7566,1
-386.44733,641.83936,0
-677.99097,-4.9224854,0
878.39,973.3197,1
-233.35205,859.4199,0
518.2594,894.37256,0
-743.60315,727.605,0
-72.32208,945.03906,0
-28.460327,558.35046,0
770.74255,889.64636,1
78.868286,-165.26105,1
593.28186,474.7721,1
-922.55334,-599.136,1
-141.453,-78.38672,1
-659.8371,71.97571,0
-638.4175,-401.3734,1
-927.19135,957.15295,0
-473.75623,947.25183,0
742.5061,-408.26794,1
700.1553,922.98706,0
-80.12109,697.4209,0
236.7362,-33.960938,1
434.4414,-328.76227,1
-110.258484,830.2195,0
760.2616,750.1094,1
-155.39874,475.71753,0
-370.97345,206.17395,0
-427.83618,-329.17218,1
10.220764,-101.472046,1
614.2805,949.6681,0
-196.79315,40.37195,1
396.995,-862.6277,1
853.5707,136.19885,1
-784.0694,-218.79816,0
-763.8219,-298.11584,0
649.7948,-484.53662,1
-860.0366,-398.76813,0
831.74976,640.08435,1
144.5503,615.7388,0
244.72705,7.142639,1
-803.6167,210.03833,0
-994.4119,-313.39752,0
172.12659,-636.30774,1
964.3679,-178.0351,1
-440.33728,810.6992,0
-631.3424,588.4883,0
492.10803,61.291504,1
-670.4796,231.0924,0
-862.17035,-823.7008,1
-125.846375,-213.98804,1
-720.4613,422.55713,0
981.8456,279.71436,1
808.1023,658.5387,1
673.59924,950.55664,0
-188.19812,-417.3977,1
-37.8761,-646.89624,1
-40.659546,-178.06335,1
-732.2737,81.98584,0
954.98,248.49854,1
766.958,291.6255,1
-13.231689,-121.06299,1
-935.29553,-809.8813,1
293.89294,248.70044,1
-433.26794,-749.99414,1
-753.22076,-753.76935,1
-21.467712,-994.37665,1
663.62366,-948.6568,1
-532.3628,996.178,0
479.6372,-957.3939,1
200.40112,-334.35797,1
-659.6529,-678.2763,1
-799.42255,845.01514,0
207.8855,-151.35968,1
775.84534,819.4602,1
-350.72748,89.28027,0
-880.2327,922.2634,0
118.276,548.5437,0
-879.5084,-900.468,1
-752.4871,594.3806,0
893.83545,953.9878,1
935.0315,574.4702,1
107.218994,-596.82556,1
-160.3064,385.23218,0
-227.75562,276.8435,0
-207.74585,-626.3941,1
-142.45734,930.24365,0
-415.88727,-264.77234,1
809.84155,264.48438,1
613.2908,-581.6509,1
-129.96667,-577.89575,1
-52.734497,951.0364,0
932.3507,865.422,1
-495.1303,-420.10736,1
-381.4135,-452.794,1
-735.4541,-358.24335,1
-774.3789,-552.35254,1
-326.18024,185.52258,0
253.35156,-121.421265,1
-235.06287,-480.5606,1
331.44055,645.328,0
874.1859,-420.05487,1
537.13525,-591.4409,1
-682.4957,801.29626,0
332.7317,402.89185,1
892.5515,510.9552,1
650.09106,-953.9391,1
-342.49963,783.905,0
-989.0615,-88.1875,0
-920.6178,-840.2435,1
-4.4925537,41.70276,1
-650.0994,-340.2751,1
858.4181,-364.59344,1
434.20203,136.2489,1
-360.49347,-213.89679,1
248.17407,-853.76685,1
-271.34918,116.95618,0
-747.58405,-740.4059,1
517.4673,-73.341064,1
706.10913,-2.0028687,1
507.07886,766.46985,0
-158.41077,444.37085,0
-960.0154,248.1156,0
-699.4987,971.99243,0
-314.6112,321.39197,0
314.99817,-487.3648,1
231.17639,262.24585,1
-677.48096,316.48132,0
-777.95294,-823.42303,1
-29.736084,252.19507,1
-967.8475,951.9463,0
795.5585,-646.236,1
571.9049,278.83728,1
-739.11914,541.4144,0
902.4575,-384.93512,1
-722.60016,227.11157,0
267.68176,-218.62024,1
-131.54578,860.85693,0
-647.7018,-746.7257,1
-795.522,382.19983,0
936.14136,-846.5585,1
883.45715,12.0842285,1
538.3718,451.29944,1
36.079956,853.35,0
131.7732,940.43933,0
-397.6784,-636.08093,1
-443.89685,191.81567,0
-43.71808,-75.108154,1
-129.20917,869.9437,0
-51.32605,-553.5126,1
-438.8924,551.3275,0
391.43713,237.96301,1
248.26013,-501.2091,1
26.529541,-786.64923,1
-647.312,722.3413,0
-898.9705,-86.946655,0
-978.8296,-903.35547,1
813.25696,792.0425,1
-447.81787,307.1454,0
99.70203,758.6101,0
-459.74054,-38.678955,0
500.12537,-956.68054,1
8.970154,328.50732,0
-831.72363,-863.98535,1
-86.59265,861.1892,0
-511.7518,-250.55817,1
-433.04407,902.60474,0
211.57324,-448.75574,1
783.40857,799.9581,1
-452.26636,751.79443,0
-175.6654,-980.5018,1
220.84668,-456.47003,1
-397.06232,-200.83539,1
-852.14355,858.16113,0
-980.54095,376.46204,0
-901.3537,941.32544,0
-210.48022,893.6742,0
-533.9374,-160.03613,1
675.6166,-290.5174,1
-896.08246,-944.1034,1
-356.68262,35.506836,0
83.619385,-660.21747,1
137.5304,568.23987,0
-824.8457,-117.15338,0
410.54846,-898.6997,1
-124.27667,-990.5369,1
632.39685,-20.118896,1
-110.58417,-118.11249,1
-624.6543,-301.27637,1
-896.121,699.1304,0
988.2699,-53.09796,1
-684.9795,-594.82825,1
362.87183,-32.84619,1
-781.6394,17.416626,0
-357.3902,224.4469,0
515.728,-655.5043,1
536.50146,-932.07294,1
-621.43085,-916.7819,1
73.80176,-677.6603,1
-35.77545,-932.31274,1
871.8822,559.4783,1
-800.9027,789.29236,0
-711.536,-822.8408,1
622.72156,214.49158,1
190.69092,352.68018,1
-270.68457,-601.99097,1
-502.64816,-560.3291,1
-51.519165,-577.735,1
-863.1091,-558.3041,1
-825.70984,789.56726,0
-387.32526,-177.07208,1
-417.91992,-448.20764,1
978.30994,105.65588,1
364.84827,182.98914,1
-300.3637,-543.64746,1
-23.77118,-516.4619,1
616.34595,776.4729,1
-515.4009,-349.79285,1
15.009888,691.1128,0
-277.05017,-945.3556,1
-313.38342,-731.89246,1
61.727295,243.552,1
765.56384,-697.8955,1
-163.06366,206.9895,0
133.36218,562.59607,0
733.3683,56.958008,1
-780.85284,-468.1468,1
-247.10071,-83.38251,1
-859.5825,-151.84674,0
-209.62036,41.196533,1
-698.75073,921.6466,0
294.71558,974.8529,0
801.5626,4.663452,1
10.32019,-106.55023,1
-690.1547,375.21155,0
-625.8087,-808.58746,1
413.06628,-768.1284,1
-213.55035,841.53796,0
-118.65936,-599.7523,1
677.251,89.82605,1
-228.76575,-984.4133,1
-939.4384,643.1129,0
840.4263,973.1289,1
95.36719,665.48047,0
357.7749,-872.78925,1
-932.53845,620.1295,0
66.65808,972.0879,0
-839.95966,276.59668,0
-204.2052,851.90564,0
-601.0969,-951.0924,1
10.571472,-375.8073,1
-761.8557,-761.54486,1
-540.7633,140.70923,0
394.79456,-273.9016,1
-7.854309,911.4321,0
745.94763,191.1803,1
-381.4276,881.9159,0
-630.5106,-969.13495,1
914.4287,381.21777,1
139.62476,-188.60272,1
-994.43713,987.03,0
-319.02942,-696.4066,1
-474.86456,306.61816,0
-59.931274,938.0724,0
179.89844,486.60925,0
150.74438,861.44165,0
-140.96686,-358.3614,1
-450.18195,-317.1479,1
580.5309,-668.6935,1
842.25415,-528.955,1
-6.0759277,716.85474,0
-880.0897,595.21045,0
-355.48853,-906.5746,1
