%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
118.418945,-573.6522,1
58.47339,-44.00061,1
351.93994,461.93225,0
-957.7192,58.5614,1
-758.1671,-643.5204,1
-618.70483,762.5653,0
-116.16327,84.821045,0
134.61304,84.59839,0
-579.01465,-356.5926,1
-72.1308,533.04846,0
778.9519,-882.9492,1
-808.1379,-579.7112,1
18.810364,-834.5955,1
-989.9169,-96.28046,1
83.64526,-889.60077,1
508.80505,-54.33728,1
295.51233,714.0487,0
84.71118,321.56934,0
-398.1615,206.7456,0
188.87866,307.94617,0
275.41992,-840.6292,1
872.2517,745.8645,0
-460.2378,388.24084,0
-153.42487,802.86487,0
-578.42096,-759.87616,1
426.08203,945.5277,0
24.8479,-674.7449,1
-610.9408,386.92896,0
375.89722,-950.5122,1
534.7427,587.6561,0
6.578186,-857.58264,1
509.82275,-733.9874,1
-477.347,-213.47894,1
-659.83484,-187.51062,1
-452.89178,923.05725,0
-972.81226,-994.4603,1
633.18164,843.6714,0
-445.3471,-509.85895,1
9.468811,272.36267,0
700.47046,607.5879,0
349.55017,-199.34058,1
159.43115,-145.59558,1
-848.83405,-240.43268,1
-343.38165,-499.77438,1
765.03345,-604.95447,1
967.5758,708.94653,0
630.9885,559.47656,0
-939.8651,884.39075,0
859.2062,39.795654,0
-65.86456,901.2029,0
-63.16455,113.648926,0
159.10107,-616.3722,1
-954.5398,958.1548,0
-403.74292,-740.7169,1
-757.6227,-868.4584,1
340.10962,-558.0066,1
-411.2386,-493.85608,1
-473.86963,-312.79614,1
200.36182,-248.06409,1
-675.0785,-584.5574,1
151.45874,752.99084,0
179.56128,-386.24146,1
180.37927,-815.0481,1
-858.3398,802.0099,0
224.95752,-110.191895,1
22.987854,-509.66342,1
-41.10388,-345.03204,1
3.3526611,556.09644,0
705.06824,536.8308,0
321.75183,-466.9934,1
-630.6261,-35.2453,1
726.6328,932.1759,0
-631.1531,519.52625,0
472.43604,404.17395,0
-79.71771,501.13843,0
823.41833,-196.76782,1
-489.26474,-816.11206,1
-737.91656,-970.87384,1
-111.17969,2.5043335,1
-101.62634,899.24133,0
-504.18445,821.22754,0
-62.89276,-757.2212,1
-101.841675,908.45435,0
484.97083,-88.99121,1
-512.0071,-727.22485,1
-535.2933,-538.06616,1
-513.98694,611.92883,0
952.96277,904.6769,0
110.91614,-715.59753,1
869.59973,78.36279,0
-327.63214,434.10925,0
-379.92078,-7.7869873,1
299.4508,681.7805,0
28.88562,-231.97107,1
-965.84863,642.4088,0
-299.24097,-296.8083,1
99.51599,-63.7157,1
807.85034,411.75757,0
-705.31396,331.8689,0
-775.26855,3.1837158,1
674.09863,191.95654,0
919.52686,822.671,0
935.72046,-509.7308,1
558.25793,404.0636,0
273.25623,-676.15576,1
-609.1785,-24.302124,1
-160.1435,-932.7318,1
660.8484,111.548706,0
-574.07806,98.019775,0
-981.9774,934.4697,0
471.18506,-632.1172,1
-289.73755,-344.71753,1
-888.67633,-996.40186,1
-305.50104,-829.0814,1
-398.0581,-409.37787,1
228.6106,-53.226074,1
167.83008,827.0652,0
993.4053,-527.11304,1
-907.00366,-169.41284,1
-657.6345,-789.494,1
697.0355,539.22656,0
888.20325,135.06287,0
735.9862,-632.15186,1
-690.9027,733.5255,0
720.89734,565.0919,0
-6.185608,-371.4475,1
664.91016,-438.5865,1
-56.254517,878.8274,0
-150.26367,7.006531,1
-788.78674,-555.59644,1
-655.00964,169.10156,0
-922.7617,-692.15594,1
218.91553,891.3412,0
-841.723,-693.60925,1
-353.38123,413.62842,0
-319.72565,-142.6441,1
-547.99304,-990.9438,1
269.70166,-551.62317,1
12.198914,615.2235,0
785.07764,-983.86896,1
908.2606,-579.55237,1
948.7991,-848.43896,1
223.6947,711.0873,0
-162.06207,-553.3896,1
972.1874,-805.60754,1
-346.01538,-763.0718,1
-221.29907,482.0006,0
615.35095,496.94873,0
-356.9301,452.40234,0
-697.22864,708.20996,0
-617.1535,806.40137,0
-663.4313,148.72461,0
-817.7894,-712.20026,1
876.0813,240.67163,0
566.3425,-237.76166,1
105.37427,-654.3684,1
75.73364,630.32886,0
-394.31415,-288.9635,1
932.48865,-103.083496,1
-686.1085,148.46472,0
70.74951,-373.48706,1
-372.411,-536.13965,1
-954.0487,-514.3541,1
-858.7548,-338.28906,1
542.69763,606.0719,0
-515.8342,-490.33087,1
-531.37787,-901.4951,1
779.88086,177.06091,0
951.677,-795.28845,1
-642.1323,-649.8292,1
950.87476,-703.466,1
522.3583,479.15112,0
645.5796,-286.40234,1
-580.69183,-374.1441,1
-713.9719,-222.83142,1
341.43225,-241.15027,1
-232.16272,225.82703,0
-827.4601,-718.7018,1
835.8301,789.3257,0
-903.76953,79.39966,1
-472.40356,650.20764,0
180.33826,443.4673,0
-765.2248,138.45654,0
997.34424,-159.27014,1
590.1306,-837.33795,1
-947.69934,-291.63342,1
281.06665,-398.1219,1
463.64087,-812.75146,1
845.306,-834.43585,1
78.57703,-968.68976,1
522.03723,-925.3064,1
-996.3857,804.4302,0
311.9104,-674.67664,1
-607.9584,-83.85156,1
-458.15912,-733.3815,1
254.0824,49.508545,0
-564.34033,-241.47095,1
-958.2791,-901.24347,1
459.2257,270.02124,0
-190.95325,861.5901,0
-461.3075,-63.03418,1
-139.71283,420.09937,0
-356.79553,-180.50812,1
971.52563,396.49646,0
678.36816,381.81445,0
508.43408,84.18225,0
-845.56775,-436.74744,1
61.17285,-168.34674,1
673.17725,717.3495,0
578.9424,996.20386,0
-79.895996,166.7207,0
-589.5042,-713.66614,1
-446.41998,-845.5537,1
143.25305,376.2202,0
150.1864,568.5382,0
682.484,-697.42755,1
195.58386,974.20984,0
623.35474,-656.36536,1
2.7938843,-790.6214,1
-357.53815,-167.94086,1
394.87207,82.03943,0
371.80444,-332.17493,1
6.5237427,-446.15436,1
16.976929,174.328,0
139.29749,202.43909,0
842.6874,-619.7774,1
-752.4389,725.7748,0
572.53784,-188.44781,1
337.5525,784.88745,0
-263.66577,-556.8493,1
-170.63281,577.25037,0
47.012085,585.2582,0
-238.17139,-808.9187,1
0.60461426,170.74182,0
612.76294,-988.348,1
-933.50214,-839.7295,1
-537.7229,-766.138,1
71.550415,597.24,0
-255.77924,-118.95978,1
680.48315,-778.7978,1
411.0852,638.1398,0
-763.72845,488.00488,0
-19.822937,278.19714,0
-351.8985,-653.20074,1
633.9773,494.12744,0
500.77734,-811.4724,1
-684.82336,543.6317,0
-891.6992,-992.5437,1
586.95703,273.19592,0
-154.33575,6.772156,1
-78.33557,807.8638,0
-233.26587,-368.7876,1
36.10022,476.66577,0
-747.5762,-675.84546,1
909.23315,389.29895,0
-767.81213,183.54126,0
198.21265,-512.1576,1
-616.8064,130.47229,0
911.1439,868.00696,0
-364.6421,-793.7524,1
-599.8368,-302.38452,1
296.76196,178.09607,0
-994.07324,155.71545,0
162.78711,-239.21698,1
-985.2913,473.9265,0
-916.35876,-549.2632,1
981.8801,-617.66797,1
-361.22375,221.2926,0
930.61816,45.42285,0
-196.97992,142.10107,0
452.27527,919.30786,0
788.08154,362.70605,0
314.91248,869.6083,0
-395.59174,839.74536,0
829.0835,360.1538,0
312.2102,689.1848,0
-74.9693,-444.19598,1
-583.2129,-890.5551,1
663.03467,-221.5774,1
-587.87225,-551.76135,1
728.7356,913.23,0
88.07617,-824.61475,1
-642.17706,83.46973,1
-109.81189,275.823,0
89.57068,194.52234,0
-642.2697,-108.5058,1
766.2683,794.3047,0
-535.8992,-82.26898,1
-724.3184,104.99768,0
-454.7201,699.2218,0
676.25085,51.84558,0
425.74646,-27.408386,0
549.81494,-352.02405,1
337.62463,-232.91559,1
694.2269,189.88965,0
277.6527,-898.21375,1
598.30505,376.47656,0
-442.1048,-992.7171,1
-465.85925,685.1123,0
-520.055,651.5978,0
-443.1361,121.59851,0
-701.30475,-835.29047,1
-780.4558,806.40686,0
-59.417664,-867.0974,1
-609.016,767.8976,0
-697.4645,673.6544,0
206.73743,783.8772,0
381.69263,-496.2799,1
-111.23096,-853.9268,1
-27.727722,477.5249,0
-63.25824,817.7969,0
-785.1815,-300.07013,1
-975.9965,613.27734,0
-105.6358,-493.11035,1
-176.08075,-252.15399,1
57.886963,-640.5287,1
947.2738,-608.64185,1
-742.24194,11.16156,1
189.0487,-297.06036,1
-473.28467,185.33691,0
-637.04626,233.35022,0
-948.7824,439.22974,0
-855.3263,-448.04156,1
-566.1343,-107.328186,1
549.86707,488.52502,0
421.90686,64.35437,0
-59.467285,475.6964,0
27.660522,185.29248,0
783.4387,136.31287,0
-921.9589,48.637817,1
-223.11523,-519.66406,1
-595.8286,-293.06317,1
-582.85144,-140.59033,1
118.41724,142.38171,0
-406.45612,-827.23596,1
724.9951,-587.4419,1
-618.90155,-273.61884,1
-828.3623,713.6454,0
842.433,618.0419,0
-626.3727,304.9757,0
-644.4928,-445.9242,1
227.83716,303.31726,0
-248.52863,599.3406,0
683.2472,-17.80597,0
376.9436,520.1604,0
-954.2708,-598.9895,1
87.60803,-899.34564,1
-631.2731,940.70374,0
135.11194,96.090576,0
-482.21948,-362.90363,1
-73.18805,-667.39465,1
295.67627,80.07666,0
718.0021,870.827,0
876.32947,86.18921,0
438.83398,-878.34863,1
719.33594,-645.8335,1
63.214844,335.61328,0
123.45752,877.39197,0
-805.44885,983.0095,0
626.1322,14.229675,0
-126.72101,-799.87665,1
567.43054,806.61914,0
-996.29333,697.60864,0
310.7058,-610.72345,1
-747.23303,310.2959,0
-151.48303,146.30542,0
-209.14221,713.3811,0
821.22534,-351.03296,1
-174.9718,738.1643,0
-662.9987,347.81628,0
-482.65588,-808.79016,1
-594.1991,494.3628,0
586.3462,113.996704,0
-713.7995,831.869,0
657.0896,15.840027,0
592.8085,221.84814,0
-744.66296,771.058,0
623.2986,-437.71753,1
-765.9512,-407.93066,1
37.937378,105.53235,0
-624.6017,-226.69379,1
760.81067,598.36035,0
-70.88745,746.5288,0
770.7742,-456.55365,1
928.0231,-603.6633,1
-688.5098,321.2279,0
-735.71704,555.36755,0
-26.264893,-87.15503,1
714.7903,-868.115,1
89.49011,529.42993,0
-628.06793,-581.84717,1
926.1604,-420.07068,1
-734.156,786.2024,0
280.59167,-900.8962,1
-643.04407,-801.70135,1
-753.6186,-990.7005,1
-467.3244,742.6156,0
164.31409,-595.95856,1
-240.36334,750.33496,0
-935.42676,-581.5479,1
-876.981,-41.41626,1
-729.28564,190.94946,0
127.02478,-345.66937,1
-740.79193,922.63354,0
335.6731,767.56494,0
-645.305,105.224,0
200.65466,-522.2184,1
389.91772,615.3628,0
753.0637,56.004883,0
-929.37366,-437.45007,1
-271.59393,385.2782,0
-540.41943,-470.06482,1
-350.64307,885.76025,0
-269.8996,-838.36273,1
408.32263,-583.7378,1
138.4447,-72.77954,1
-28.062927,-867.7312,1
25.626465,333.40833,0
-27.798035,-748.81177,1
583.09937,855.06726,0
154.06055,208.77856,0
103.08179,421.94812,0
916.76733,786.4004,0
-516.89197,424.62585,0
516.5005,-553.04895,1
-134.2702,892.5287,0
890.23694,-661.9627,1
-531.88556,-251.09601,1
-484.0083,204.14624,0
892.6177,-137.97827,1
242.09875,795.2781,0
-491.7647,-11.135498,1
-401.70947,267.7074,0
-145.83325,647.0123,0
743.90845,543.2417,0
440.5515,452.38086,0
913.66125,-373.44714,1
-192.23212,524.92334,0
-11.082642,475.85205,0
254.5105,191.36182,0
-347.39764,-819.6072,1
256.1936,403.46692,0
478.34912,-81.01904,1
269.05176,42.355835,0
259.62354,456.87744,0
-648.35895,593.73303,0
902.13184,784.18286,0
-165.73041,555.9518,0
-717.11224,906.99475,0
128.21643,382.22742,0
-378.09784,-226.66791,1
-309.5769,-239.71594,1
-882.4702,-150.97375,1
-854.3255,-402.82617,1
864.0917,954.4763,0
617.1085,-796.0425,1
400.464,631.3762,0
427.22656,864.38965,0
630.90894,529.21826,0
505.40417,-776.2958,1
314.49377,-915.41583,1
74.22632,-251.94904,1
-162.97003,111.937744,0
-514.19684,882.0835,0
559.53577,832.8346,0
-559.4499,471.6565,0
679.8087,-658.83167,1
-755.25806,520.5386,0
-751.23,535.2776,0
-750.51965,-585.4952,1
750.8208,-856.5619,1
-837.45703,-626.8778,1
-512.4699,627.4697,0
-464.0921,-921.0031,1
-103.44806,-530.1098,1
405.57935,-813.7959,1
-107.25543,-366.74908,1
796.6632,-275.92432,1
-663.95337,-174.00677,1
-394.52435,-710.5285,1
810.7428,617.3672,0
231.78992,360.1167,0
-956.6755,-585.34436,1
258.1582,-936.4628,1
491.23804,849.1542,0
-540.4258,-699.41907,1
-97.61853,213.0553,0
475.56567,249.46533,0
-24.7016,247.59192,0
588.1405,965.7427,0
-357.414,803.49817,0
222.83313,45.53015,0
-44.87848,678.0447,0
26.427856,133.80554,0
62.283203,-721.3833,1
-326.23596,436.5171,0
-636.57825,670.9967,0
-82.64227,-665.28174,1
-451.58063,41.223145,1
817.3978,-299.11884,1
-49.755005,633.09973,0
-423.99182,-417.99615,1
-599.9997,-180.87305,1
948.49194,541.0746,0
-394.97723,120.84021,0
-184.39618,-862.0872,1
963.19385,715.23145,0
-825.2756,-217.64478,1
-318.3224,-752.85706,1
-455.8634,-492.78485,1
-914.1084,613.2212,0
-426.56458,-914.6111,1
84.59326,791.22034,0
514.42883,354.94226,0
-100.45996,-240.8471,1
-869.2849,617.959,0
373.2611,81.982544,0
610.45105,-456.60925,1
-563.9438,839.2617,0
-904.34595,131.09424,0
-356.58362,225.31836,0
552.70703,983.703,0
87.63721,374.2959,0
882.5665,384.92773,0
442.4757,745.562,0
-594.5011,-502.6661,1
417.27856,-249.30725,1
154.00061,369.6012,0
477.08887,211.45581,0
768.8849,382.7185,0
327.81348,708.90674,0
-782.6539,266.52405,0
370.61792,-83.076294,1
38.141235,-117.54755,1
97.283936,609.2057,0
367.8545,595.30286,0
228.35486,186.96497,0
-386.45764,-753.70276,1
288.45886,-704.75757,1
-689.1185,491.6505,0
268.29163,-621.01526,1
-556.7296,-414.6764,1
40.307983,-124.28064,1
296.16675,561.5918,0
-724.7462,149.86987,0
782.2667,-787.4955,1
-250.75049,244.45581,0
-903.0381,257.27295,0
-863.7885,59.125244,1
-450.16028,-334.9286,1
647.9773,659.17065,0
466.81873,219.6919,0
214.57922,78.381836,0
168.83813,-896.0544,1
289.68628,-800.7062,1
-793.14746,533.6583,0
821.318,-922.41077,1
-730.7941,285.5569,0
-554.4958,-576.8812,1
476.29102,340.3003,0
540.651,858.20605,0
-861.2717,801.3627,0
422.94446,-955.39264,1
-520.87866,752.4236,0
-331.7937,803.69824,0
-696.21643,-219.62,1
-686.808,950.162,0
-840.35156,-481.9563,1
-480.6006,-282.33862,1
-877.0884,-249.95746,1
-824.9646,375.67407,0
-960.2223,377.39697,0
865.8666,919.8766,0
776.0128,850.6952,0
-336.74493,564.16614,0
830.8334,558.7461,0
257.76294,-829.3872,1
531.9889,-900.9611,1
-890.71643,-275.66614,1
952.72473,358.2932,0
489.73755,493.4906,0
677.6388,895.8384,0
-438.0511,610.3069,0
593.2749,-750.4904,1
-31.603088,467.21558,0
990.6227,473.20496,0
-203.88763,542.93616,0
440.5227,-532.80023,1
239.07178,-943.5013,1
-860.6958,-523.233,1
-202.98486,192.92297,0
-279.19073,511.60693,0
-570.3041,552.4724,0
-107.71326,378.04065,0
728.14514,-53.899292,0
-324.53375,517.8766,0
-130.38562,-307.08435,1
-479.5464,-87.687195,1
890.43713,-828.81696,1
108.91199,936.18787,0
641.1283,-467.39673,1
274.3263,-762.6496,1
680.61755,210.28992,0
140.97351,-532.13257,1
321.5935,-865.9126,1
319.55164,8.246094,0
56.509033,-587.4353,1
796.2439,702.7965,0
-326.11737,-350.77228,1
-986.66785,63.715088,1
517.1028,31.194336,0
-436.71222,403.42456,0
543.02356,-138.21973,1
-95.38855,919.1538,0
105.21704,304.14575,0
-443.49103,-119.29791,1
-283.17206,761.35913,0
340.8263,-238.22491,1
440.54883,538.9304,0
413.49097,-592.755,1
-991.67914,-780.9185,1
-935.9615,-856.8707,1
-709.06604,-478.29108,1
560.6244,113.04248,0
-682.21484,-664.7883,1
-320.7395,64.32703,0
689.6288,-928.94946,1
979.83154,309.021,0
932.23206,529.11255,0
377.78418,649.2743,0
-893.57587,56.657104,1
-890.796,683.77905,0
820.1116,-58.1792,0
798.32776,-898.7679,1
680.40393,-296.63403,1
10.362366,-681.19934,1
179.07458,-778.4446,1
-591.1866,138.01465,0
-977.8364,500.74365,0
435.35315,-32.53473,0
-5.4014893,262.4745,0
-708.41455,601.13745,0
-406.70233,-461.4178,1
-74.10663,-456.83734,1
867.2904,966.9905,0
714.8849,434.2273,0
-829.02924,-411.3871,1
-422.2229,-738.1729,1
-133.3205,601.95825,0
-626.6089,-273.99042,1
-594.6157,-247.25354,1
-396.7448,384.20337,0
-330.6892,819.0475,0
-319.35718,-986.8197,1
-22.049438,-1.8449097,1
-675.7988,3.1559448,1
-261.0465,909.6122,0
996.15186,538.48096,0
-632.0116,399.50806,0
-271.12408,821.3356,0
-193.26434,364.3694,0
-829.97815,659.2849,0
-264.2494,408.672,0
-774.8965,-635.48584,1
409.0188,308.20068,0
287.8844,102.008545,0
929.5979,-27.808899,0
-277.32965,-424.09888,1
-259.17664,-119.612366,1
-1.0355225,-742.3386,1
-874.87,816.85645,0
677.761,-763.2462,1
582.6199,130.5946,0
310.08923,213.84485,0
104.08838,723.68005,0
-767.7583,-841.40564,1
-441.70526,500.9109,0
228.45068,-281.4845,1
-319.15906,110.58362,0
-919.39355,-407.65405,1
-517.89264,-535.7345,1
-864.0635,-229.17834,1
284.2622,744.11694,0
-802.6046,799.6996,0
52.447876,-610.47424,1
277.84033,-965.67084,1
-797.1777,900.51526,0
57.89978,-767.97485,1
650.2096,203.5935,0
248.76465,767.9463,0
500.69653,-203.58789,1
-515.0338,-737.8602,1
-500.4126,920.8103,0
858.5281,-530.13763,1
-887.2937,609.516,0
754.71045,914.2438,0
-50.882996,609.9861,0
260.891,929.8104,0
125.907715,-90.43323,1
93.95691,537.33923,0
-869.2358,869.36,0
727.91003,884.9685,0
755.6367,-180.1178,1
-797.7871,-132.55884,1
754.87964,379.8108,0
952.73584,-25.189026,0
-976.17456,-270.1919,1
930.99097,-576.103,1
298.82947,606.6255,0
-736.3353,-809.7782,1
-352.59888,878.38403,0
753.29443,685.12317,0
-652.8839,220.13977,0
632.2583,512.1841,0
144.58069,-370.4627,1
-843.92505,-10.925598,1
340.7998,305.56433,0
858.34375,-64.64331,0
666.8739,-240.88141,1
588.4762,-396.24396,1
-505.9644,932.3065,0
-185.29547,571.8511,0
-435.39417,574.0896,0
-901.3231,-86.90613,1
135.53589,153.10388,0
134.2782,30.520996,0
-806.2267,184.17749,0
-707.855,-836.52844,1
-767.2272,-996.72363,1
222.66931,767.0774,0
972.04675,-253.69275,1
-255.88544,-283.74902,1
356.73267,570.4171,0
978.7949,600.3407,0
-808.2704,-997.875,1
499.09985,251.58508,0
845.0343,-295.1726,1
106.46936,-910.05634,1
-402.5113,-71.0755,1
790.2573,-131.1612,1
-578.77637,441.01184,0
399.74683,-29.203186,0
-763.3329,-175.71027,1
-388.59082,528.92664,0
-971.9414,700.54614,0
884.829,339.62915,0
589.9933,-355.23444,1
274.54028,783.8845,0
132.5951,346.62976,0
201.35449,-211.08392,1
-509.50256,-81.13092,1
585.5814,238.98303,0
260.88745,-839.36597,1
105.87903,-816.4917,1
838.44885,-945.2452,1
771.291,692.699,0
20.115479,-189.03809,1
-519.6382,-724.7271,1
620.1262,-637.1549,1
-209.95203,399.85437,0
365.95093,-615.4723,1
-271.53186,-148.94055,1
-761.7668,613.7395,0
-840.63153,403.2384,0
372.97583,-448.82672,1
942.5028,609.30457,0
-338.2279,-548.286,1
-67.04144,379.02173,0
-734.03577,-68.6698,1
723.78564,-539.4143,1
403.18823,-515.87506,1
960.11523,-58.721313,0
969.8424,-262.75836,1
39.281372,447.43848,0
-169.40277,-632.97266,1
-939.7109,-149.07251,1
-63.86322,-741.9436,1
997.298,-21.251282,0
822.90784,707.3225,0
245.62073,74.40222,0
-496.27625,-740.8919,1
-74.93634,574.0325,0
-724.34766,101.746216,1
-375.7376,137.36877,0
551.6947,865.68994,0
-369.00262,-187.08466,1
465.33826,133.00977,0
117.29907,-281.20288,1
702.1472,-998.35913,1
-765.51697,685.12646,0
-219.8678,643.4077,0
622.08057,-69.29712,1
830.7152,953.0525,0
445.9624,36.31555,0
824.68994,106.203,0
754.7771,228.86938,0
142.65112,127.41101,0
-319.84314,305.00854,0
406.94458,-584.89624,1
-195.02911,399.86523,0
-427.72693,-421.5136,1
-114.76788,246.01416,0
